518 0.773920 0.506663
582 1.168539 0.733464
646 1.548342 0.854115
710 2.078021 1.059309
774 3.019357 1.276567
838 4.188658 1.605669
902 5.478690 1.852539
966 6.885501 1.993646
1030 8.702181 2.589479
1094 11.168814 3.096698
1158 14.041543 3.604504
1222 17.307065 4.611704
1286 21.596415 5.463389
1350 25.895565 6.642952
1414 30.772216 7.747792
1478 37.360177 8.431610
1542 41.941204 11.813058
